Subject,Block,bTrial,nTrial,Choice,Choice2,Amount,GambleAdviceNum,GambleAdviceType,Response Key (advisor) ,Response Time,Reponse key (safe or gamble),Choice,Response time,Age,Gender
107,1,13,13,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,1.042691336,left,0,933.6155841,18,1
107,1,14,14,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,0.578941512,right,1,945.647324,18,1
107,1,15,15,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,0.801256237,left,0,957.1610144,18,1
107,1,16,16,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.302318381,right,1,968.8919488,18,1
107,1,17,17,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,1.030769419,right,1,981.1074961,18,1
107,1,18,18,IA75_G45.bmp,IA75_G45.bmp,IA75.bmp,0,safe,,0.720991047,left,0,992.9052833,18,1
107,1,19,19,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,1.022943861,left,0,1004.80333,18,1
107,1,20,20,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.671572647,left,0,1016.450703,18,1
107,2,1,21,IA25_G10.bmp,IA25_G10.bmp,IA25.bmp,1,risk,right,0.643174634,left,0,1041.383103,18,1
107,2,2,22,IA40_20_G95p.bmp,IA40_20_G95p.bmp,IA40.bmp,0,safe,,0.331259701,left,0,1053.231012,18,1
107,2,3,23,IA25_L10.bmp,IA25_L10.bmp,IA25.bmp,1,risk,,1.548211543,left,0,1062.990062,18,1
107,2,4,24,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,,None,NA,1075.506406,18,1
107,2,5,25,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,0.570098963,right,1,1087.304174,18,1
107,2,6,26,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,1.189407104,left,0,1098.700869,18,1
107,2,7,27,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,0.361886985,left,0,1108.37638,18,1
107,2,8,28,IA50_L40.bmp,IA50_L40.bmp,IA50.bmp,0,safe,,1.366087761,left,0,1119.940186,18,1
107,2,9,29,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,1.31869681,right,1,1130.835577,18,1
107,2,10,30,IA100_L60.bmp,IA100_L60.bmp,IA100.bmp,0,safe,,1.233468439,left,0,1142.432802,18,1
107,2,11,31,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,,1.113584657,left,0,1155.032688,18,1
107,2,12,32,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.252686262,right,1,1165.493589,18,1
107,2,13,33,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.731896228,right,1,1177.174374,18,1
107,2,14,34,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,1.107447907,left,0,1187.718828,18,1
107,2,15,35,IA50_G40.bmp,IA50_G40.bmp,IA50.bmp,0,safe,,0.237476953,left,0,1197.828796,18,1
107,2,16,36,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.277900328,right,1,1208.540366,18,1
107,2,17,37,IA110_55_L95p.bmp,IA110_55_L95p.bmp,IA110.bmp,1,risk,,0.285508303,right,1,1220.588778,18,1
107,2,18,38,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,0.295863041,right,1,1230.314405,18,1
107,2,19,39,IA75_L30.bmp,IA75_L30.bmp,IA75.bmp,0,safe,,0.248621134,right,1,1239.889644,18,1
107,2,20,40,IA25_L20.bmp,IA25_L20.bmp,IA25.bmp,0,safe,,0.514320235,left,0,1251.887944,18,1
107,3,1,41,IA40_20_G95p.bmp,IA40_20_G95p.bmp,IA40.bmp,0,safe,left,0.268753095,left,0,1278.54152,18,1
107,3,2,42,IA40_20_L95p.bmp,IA40_20_L95p.bmp,IA40.bmp,1,risk,,0.29339567,right,1,1290.188872,18,1
107,3,3,43,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.227145464,left,0,1300.399122,18,1
107,3,4,44,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,0.562870731,right,1,1310.375413,18,1
107,3,5,45,IA50_L40.bmp,IA50_L40.bmp,IA50.bmp,0,safe,,1.043323961,left,0,1322.590945,18,1
107,3,6,46,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,0.44274137,right,1,1334.455536,18,1
107,3,7,47,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.260195941,right,1,1344.014072,18,1
107,3,8,48,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.842355087,right,1,1356.095912,18,1
107,3,9,49,IA50_L30.bmp,IA50_L30.bmp,IA50.bmp,1,risk,,1.686413599,right,1,1368.979859,18,1
107,3,10,50,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.752643501,left,0,1380.77762,18,1
107,3,11,51,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,0.589504961,left,0,1390.820767,18,1
107,3,12,52,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.920457334,right,1,1402.601812,18,1
107,3,13,53,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,,0.284258233,right,1,1412.294017,18,1
107,3,14,54,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,0.250901315,right,1,1422.671368,18,1
107,3,15,55,IA100_L60.bmp,IA100_L60.bmp,IA100.bmp,0,safe,,0.257708141,right,1,1432.480565,18,1
107,3,16,56,IA50_G10.bmp,IA50_G10.bmp,IA50.bmp,0,safe,,0.708660361,left,0,1444.261616,18,1
107,3,17,57,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.238141984,right,1,1453.820133,18,1
107,3,18,58,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.684230823,right,1,1463.646032,18,1
107,3,19,59,IA25_G20.bmp,IA25_G20.bmp,IA25.bmp,0,safe,,0.436335346,right,1,1473.237941,18,1
107,3,20,60,IA100_G40.bmp,IA100_G40.bmp,IA100.bmp,1,risk,,0.655053521,left,0,1484.83522,18,1
107,4,1,61,IA50_G30.bmp,IA50_G30.bmp,IA50.bmp,1,risk,right,0.799916116,right,1,1513.594357,18,1
107,4,2,62,IA75_G45.bmp,IA75_G45.bmp,IA75.bmp,0,safe,,1.799161982,left,0,1526.027117,18,1
107,4,3,63,IA100_G80.bmp,IA100_G80.bmp,IA100.bmp,1,risk,,0.688815293,left,0,1535.769458,18,1
107,4,4,64,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,0.28298755,left,0,1545.311277,18,1
107,4,5,65,IA100_L80.bmp,IA100_L80.bmp,IA100.bmp,1,risk,,1.231886472,right,1,1556.858396,18,1
107,4,6,66,IA75_G60.bmp,IA75_G60.bmp,IA75.bmp,1,risk,,0.299323553,left,0,1566.934949,18,1
107,4,7,67,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,1.54565337,left,0,1578.448623,18,1
107,4,8,68,IA50_L40.bmp,IA50_L40.bmp,IA50.bmp,0,safe,,1.855465872,left,0,1590.914809,18,1
107,4,9,69,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.444179884,right,1,1603.030089,18,1
107,4,10,70,IA75_L45.bmp,IA75_L45.bmp,IA75.bmp,0,safe,,1.248946894,right,1,1615.897325,18,1
107,4,11,71,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,0.571002513,right,1,1627.511272,18,1
107,4,12,72,IA50_G20.bmp,IA50_G20.bmp,IA50.bmp,1,risk,,0.24730768,left,0,1637.00296,18,1
107,4,13,73,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.391732051,right,1,1646.962539,18,1
107,4,14,74,IA25_G10.bmp,IA25_G10.bmp,IA25.bmp,1,risk,,0.665592222,right,1,1659.144676,18,1
107,4,15,75,IA110_55_L95p.bmp,IA110_55_L95p.bmp,IA110.bmp,1,risk,,0.204692641,right,1,1668.853583,18,1
107,4,16,76,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,0.185197819,right,1,1678.529086,18,1
107,4,17,77,IA25_L15.bmp,IA25_L15.bmp,IA25.bmp,1,risk,,0.312776992,right,1,1690.57751,18,1
107,4,18,78,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,0.244369149,right,1,1700.0859,18,1
107,4,19,79,IA75_L30.bmp,IA75_L30.bmp,IA75.bmp,0,safe,,0.249399847,right,1,1709.560883,18,1
107,4,20,80,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.26900945,right,1,1719.069262,18,1
107,5,1,81,IA100_G80.bmp,IA100_G80.bmp,IA100.bmp,1,risk,right,0.292790113,left,0,1747.477483,18,1
107,5,2,82,IA75_G15.bmp,IA75_G15.bmp,IA75.bmp,1,risk,,0.250010297,right,1,1757.888262,18,1
107,5,3,83,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.292930326,right,1,1767.413353,18,1
107,5,4,84,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,0.274876674,right,1,1777.055411,18,1
107,5,5,85,IA110_55_L95p.bmp,IA110_55_L95p.bmp,IA110.bmp,1,risk,,0.292308104,right,1,1786.613967,18,1
107,5,6,86,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.338994057,right,1,1798.495281,18,1
107,5,7,87,IA25_L10.bmp,IA25_L10.bmp,IA25.bmp,1,risk,,0.275758657,right,1,1808.070514,18,1
107,5,8,88,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,1.351579516,right,1,1820.018685,18,1
107,5,9,89,IA50_L30.bmp,IA50_L30.bmp,IA50.bmp,1,risk,,0.303510062,right,1,1831.682763,18,1
107,5,10,90,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.647246013,left,0,1842.411024,18,1
107,5,11,91,IA50_G20.bmp,IA50_G20.bmp,IA50.bmp,1,risk,,0.259544249,left,0,1851.902727,18,1
107,5,12,92,IA75_G60.bmp,IA75_G60.bmp,IA75.bmp,1,risk,,0.271337808,left,0,1861.594935,18,1
107,5,13,93,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.201177299,left,0,1871.521095,18,1
107,5,14,94,IA100_L80.bmp,IA100_L80.bmp,IA100.bmp,1,risk,,0.262796404,right,1,1883.051477,18,1
107,5,15,95,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,,0.401697375,right,1,1892.57658,18,1
107,5,16,96,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.242443802,left,0,1902.151831,18,1
107,5,17,97,IA40_20_L95p.bmp,IA40_20_L95p.bmp,IA40.bmp,1,risk,,0.23663138,right,1,1911.693645,18,1
107,5,18,98,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.216946856,right,1,1921.185326,18,1
107,5,19,99,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,0.118173574,left,0,1930.844111,18,1
107,5,20,100,IA25_G15.bmp,IA25_G15.bmp,IA25.bmp,1,risk,,1.799335674,left,0,1943.042937,18,1
107,6,1,101,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,right,0.802581027,right,1,1966.855688,18,1
107,6,2,102,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,0.276046105,left,0,1976.414212,18,1
107,6,3,103,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,0.262232414,right,1,1985.956039,18,1
107,6,4,104,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,,0.298734832,right,1,1995.63153,18,1
107,6,5,105,IA40_20_L95p.bmp,IA40_20_L95p.bmp,IA40.bmp,1,risk,,0.215059701,right,1,2005.123213,18,1
107,6,6,106,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.351087493,right,1,2014.715171,18,1
107,6,7,107,IA75_G15.bmp,IA75_G15.bmp,IA75.bmp,1,risk,,0.414823141,left,0,2024.691452,18,1
107,6,8,108,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,0.262166181,left,0,2034.300118,18,1
107,6,9,109,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.273763872,left,0,2043.808508,18,1
107,6,10,110,IA100_G40.bmp,IA100_G40.bmp,IA100.bmp,1,risk,,0.248395187,left,0,2053.43387,18,1
107,6,11,111,IA75_L45.bmp,IA75_L45.bmp,IA75.bmp,0,safe,,0.233530841,right,1,2063.376742,18,1
107,6,12,112,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.26041528,right,1,2072.901857,18,1
107,6,13,113,IA25_G20.bmp,IA25_G20.bmp,IA25.bmp,0,safe,,0.093380038,right,1,2082.660905,18,1
107,6,14,114,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,0.174851274,left,0,2092.219422,18,1
107,6,15,115,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.210628221,right,1,2101.911637,18,1
107,6,16,116,IA50_G30.bmp,IA50_G30.bmp,IA50.bmp,1,risk,,0.550422913,left,0,2111.603856,18,1
107,6,17,117,IA25_L20.bmp,IA25_L20.bmp,IA25.bmp,0,safe,,0.353749864,left,0,2123.752528,18,1
107,6,18,118,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,0.517183375,right,1,2133.829081,18,1
107,6,19,119,IA25_L15.bmp,IA25_L15.bmp,IA25.bmp,1,risk,,0.652883272,right,1,2143.805387,18,1
107,6,20,120,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.705269231,right,1,2155.553007,18,1
107,7,1,121,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,right,0.643439819,right,1,2179.014832,18,1
107,7,2,122,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.071240751,right,1,2188.707043,18,1
107,7,3,123,IA40_20_G95p.bmp,IA40_20_G95p.bmp,IA40.bmp,0,safe,,0.255834594,left,0,2198.850445,18,1
107,7,4,124,IA75_G60.bmp,IA75_G60.bmp,IA75.bmp,1,risk,,0.175887833,left,0,2208.442384,18,1
107,7,5,125,IA100_L80.bmp,IA100_L80.bmp,IA100.bmp,1,risk,,0.78414012,right,1,2218.970129,18,1
107,7,6,126,IA25_L10.bmp,IA25_L10.bmp,IA25.bmp,1,risk,,0.809263248,right,1,2228.913013,18,1
107,7,7,127,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.290765704,right,1,2238.471519,18,1
107,7,8,128,IA50_L30.bmp,IA50_L30.bmp,IA50.bmp,1,risk,,0.273105416,right,1,2250.737177,18,1
107,7,9,129,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.097328836,right,1,2260.512941,18,1
107,7,10,130,IA110_55_L95p.bmp,IA110_55_L95p.bmp,IA110.bmp,1,risk,,0.204600267,right,1,2270.405676,18,1
107,7,11,131,IA50_G10.bmp,IA50_G10.bmp,IA50.bmp,0,safe,,0.727891119,left,0,2282.554357,18,1
107,7,12,132,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,0.188600064,left,0,2292.413684,18,1
107,7,13,133,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.224389422,left,0,2302.105881,18,1
107,7,14,134,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.404074369,right,1,2314.622198,18,1
107,7,15,135,IA50_G30.bmp,IA50_G30.bmp,IA50.bmp,1,risk,,0.200571761,right,1,2324.297706,18,1
107,7,16,136,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,0.208457737,left,0,2333.705819,18,1
107,7,17,137,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,,0.223963297,right,1,2343.498306,18,1
107,7,18,138,IA100_G40.bmp,IA100_G40.bmp,IA100.bmp,1,risk,,0.081456702,left,0,2353.056815,18,1
107,7,19,139,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,,0.94035225,right,1,2362.581922,18,1
107,7,20,140,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.229143133,left,0,2372.909127,18,1
107,8,1,141,IA25_G20.bmp,IA25_G20.bmp,IA25.bmp,0,safe,left,0.316910889,right,1,2392.477356,18,1
107,8,2,142,IA50_G30.bmp,IA50_G30.bmp,IA50.bmp,1,risk,,0.23553711,left,0,2402.10273,18,1
107,8,3,143,IA25_G15.bmp,IA25_G15.bmp,IA25.bmp,1,risk,,0.305200298,right,1,2415.137072,18,1
107,8,4,144,IA100_G80.bmp,IA100_G80.bmp,IA100.bmp,1,risk,,0.633970275,left,0,2424.712301,18,1
107,8,5,145,IA25_L20.bmp,IA25_L20.bmp,IA25.bmp,0,safe,,0.688815639,left,0,2435.27346,18,1
107,8,6,146,IA50_G20.bmp,IA50_G20.bmp,IA50.bmp,1,risk,,1.557521512,left,0,2446.636751,18,1
107,8,7,147,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.240443841,left,0,2456.161834,18,1
107,8,8,148,IA25_L10.bmp,IA25_L10.bmp,IA25.bmp,1,risk,,0.636759055,right,1,2465.653516,18,1
107,8,9,149,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,,0.257960348,right,1,2475.312311,18,1
107,8,10,150,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,0.218925119,left,0,2485.07135,18,1
107,8,11,151,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.152846447,right,1,2494.713434,18,1
107,8,12,152,IA25_L5.bmp,IA25_L5.bmp,IA25.bmp,0,safe,,0.323949151,right,1,2505.174322,18,1
107,8,13,153,IA75_G60.bmp,IA75_G60.bmp,IA75.bmp,1,risk,,0.284716545,left,0,2514.749552,18,1
107,8,14,154,IA50_L30.bmp,IA50_L30.bmp,IA50.bmp,1,risk,,0.205495856,right,1,2524.324786,18,1
107,8,15,155,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.265107395,left,0,2533.833175,18,1
107,8,16,156,IA25_L15.bmp,IA25_L15.bmp,IA25.bmp,1,risk,,0.457525346,right,1,2543.792749,18,1
107,8,17,157,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,1.011911949,right,1,2554.270358,18,1
107,8,18,158,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,0.42269084,left,0,2565.867582,18,1
107,8,19,159,IA75_G15.bmp,IA75_G15.bmp,IA75.bmp,1,risk,,0.620093165,left,0,2575.710182,18,1
107,8,20,160,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,0.765038705,left,0,2585.469232,18,1
107,9,1,161,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,1,risk,right,0.13860776,right,1,2602.079669,18,1
107,9,2,162,IA110_55_L95p.bmp,IA110_55_L95p.bmp,IA110.bmp,1,risk,,0.643771651,right,1,2613.526497,18,1
107,9,3,163,IA75_G45.bmp,IA75_G45.bmp,IA75.bmp,0,safe,,1.069457886,left,0,2624.772806,18,1
107,9,4,164,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,0.09495236,right,1,2634.331315,18,1
107,9,5,165,IA75_G15.bmp,IA75_G15.bmp,IA75.bmp,1,risk,,0.93571657,left,0,2643.906556,18,1
107,9,6,166,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,0.586616205,left,0,2653.431643,18,1
107,9,7,167,IA75_L45.bmp,IA75_L45.bmp,IA75.bmp,0,safe,,0.052111729,right,1,2662.990163,18,1
107,9,8,168,IA40_20_L95p.bmp,IA40_20_L95p.bmp,IA40.bmp,1,risk,,0.37768334,right,1,2673.016584,18,1
107,9,9,169,IA25_G15.bmp,IA25_G15.bmp,IA25.bmp,1,risk,,0.656674039,left,0,2682.25761,18,1
107,9,10,170,IA25_G20.bmp,IA25_G20.bmp,IA25.bmp,0,safe,,,None,NA,2691.598887,18,1
107,9,11,171,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.271402057,right,1,2702.226885,18,1
107,9,12,172,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,0.281812104,right,1,2714.208452,18,1
107,9,13,173,IA50_G30.bmp,IA50_G30.bmp,IA50.bmp,1,risk,,0.280616957,left,0,2724.017647,18,1
107,9,14,174,IA25_L15.bmp,IA25_L15.bmp,IA25.bmp,1,risk,,0.119966903,right,1,2733.626306,18,1
107,9,15,175,IA100_L60.bmp,IA100_L60.bmp,IA100.bmp,0,safe,,0.008036719,right,1,2743.218232,18,1
107,9,16,176,IA75_L30.bmp,IA75_L30.bmp,IA75.bmp,0,safe,,0.300919683,right,1,2753.261352,18,1
107,9,17,177,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.254396438,left,0,2762.819877,18,1
107,9,18,178,IA25_G10.bmp,IA25_G10.bmp,IA25.bmp,1,risk,,0.130706252,left,0,2772.311561,18,1
107,9,19,179,IA50_G10.bmp,IA50_G10.bmp,IA50.bmp,0,safe,,,None,NA,2784.159447,18,1
107,9,20,180,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.509217826,left,0,2793.885057,18,1
107,10,1,181,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,right,0.254397528,right,1,2813.419878,18,1
107,10,2,182,IA75_L45.bmp,IA75_L45.bmp,IA75.bmp,0,safe,,0.316513728,right,1,2823.245767,18,1
107,10,3,183,IA100_L80.bmp,IA100_L80.bmp,IA100.bmp,1,risk,,0.646233943,right,1,2835.244035,18,1
107,10,4,184,IA25_L20.bmp,IA25_L20.bmp,IA25.bmp,0,safe,,1.745055401,left,0,2847.593215,18,1
107,10,5,185,IA25_G15.bmp,IA25_G15.bmp,IA25.bmp,1,risk,,0.188624796,right,1,2857.101644,18,1
107,10,6,186,IA20_10_G95p.bmp,IA20_10_G95p.bmp,IA20.bmp,1,risk,,0.192964832,left,0,2866.593302,18,1
107,10,7,187,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,0.237280839,left,0,2876.084992,18,1
107,10,8,188,IA25_L15.bmp,IA25_L15.bmp,IA25.bmp,1,risk,,0.673515825,right,1,2888.400758,18,1
107,10,9,189,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,0.261129812,left,0,2897.909143,18,1
107,10,10,190,IA25_G20.bmp,IA25_G20.bmp,IA25.bmp,0,safe,,0.143842213,right,1,2907.250423,18,1
107,10,11,191,IA75_L60.bmp,IA75_L60.bmp,IA75.bmp,1,risk,,0.096596105,right,1,2916.825668,18,1
107,10,12,192,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,1.168349273,right,1,2927.553929,18,1
107,10,13,193,IA50_G20.bmp,IA50_G20.bmp,IA50.bmp,1,risk,,0.670637406,left,0,2937.563637,18,1
107,10,14,194,IA75_G15.bmp,IA75_G15.bmp,IA75.bmp,1,risk,,0.550886077,left,0,2947.339385,18,1
107,10,15,195,IA100_G80.bmp,IA100_G80.bmp,IA100.bmp,1,risk,,0.209082012,left,0,2956.881203,18,1
107,10,16,196,IA25_G10.bmp,IA25_G10.bmp,IA25.bmp,1,risk,,0.483802858,left,0,2966.974461,18,1
107,10,17,197,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.654721963,left,0,2976.499551,18,1
107,10,18,198,IA100_G40.bmp,IA100_G40.bmp,IA100.bmp,1,risk,,0.199856362,left,0,2986.442412,18,1
107,10,19,199,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,,0.097164942,right,1,2995.817113,18,1
107,10,20,200,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,0.313029786,left,0,3005.225241,18,1
109,1,1,1,IA25_G15.bmp,IA25_G15.bmp,IA25.bmp,1,risk,left,0.502224322,right,1,774.462582,18,1
109,1,2,2,IA75_G30.bmp,IA75_G30.bmp,IA75.bmp,1,risk,,1.066217746,left,0,785.0905894,18,1
109,1,3,3,IA40_20_L95p.bmp,IA40_20_L95p.bmp,IA40.bmp,1,risk,,0.947768303,right,1,796.9050367,18,1
109,1,4,4,IA100_G20.bmp,IA100_G20.bmp,IA100.bmp,1,risk,,0.966709199,left,0,808.6860906,18,1
109,1,5,5,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,1.329880942,left,0,820.6509345,18,1
109,1,6,6,IA40_20_G95p.bmp,IA40_20_G95p.bmp,IA40.bmp,0,safe,,0.488761153,left,0,832.7160581,18,1
109,1,7,7,IA75_L45.bmp,IA75_L45.bmp,IA75.bmp,0,safe,,1.297246955,left,0,844.9315699,18,1
109,1,8,8,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,,,None,NA,857.6149842,18,1
109,1,9,9,IA75_L15.bmp,IA75_L15.bmp,IA75.bmp,1,risk,,0.677723331,right,1,867.7750823,18,1
109,1,10,10,IA100_L20.bmp,IA100_L20.bmp,IA100.bmp,1,risk,,0.904681479,right,1,879.5561253,18,1
109,1,11,11,IA50_L30.bmp,IA50_L30.bmp,IA50.bmp,1,risk,,0.359016359,left,0,890.3177907,18,1
109,1,12,12,IA100_L40.bmp,IA100_L40.bmp,IA100.bmp,1,risk,,1.223669837,right,1,902.7171383,18,1
109,1,13,13,IA100_G40.bmp,IA100_G40.bmp,IA100.bmp,1,risk,,1.110199655,left,0,914.414609,18,1
109,1,14,14,IA100_G60.bmp,IA100_G60.bmp,IA100.bmp,0,safe,,1.058407227,left,0,926.7304032,18,1
109,1,15,15,IA100_L60.bmp,IA100_L60.bmp,IA100.bmp,0,safe,,1.701382289,left,0,939.2634211,18,1
109,1,16,16,IA80_40_L95p.bmp,IA80_40_L95p.bmp,IA80.bmp,0,safe,,0.632028725,left,0,952.1807784,18,1
109,1,17,17,IA50_L20.bmp,IA50_L20.bmp,IA50.bmp,0,0,,,None,NA,1.318135464,18,1
109,1,18,18,IA50_G40.bmp,IA50_G40.bmp,IA50.bmp,0,safe,,1.266961599,left,0,977.129841,18,1
109,1,19,19,IA80_40_G95p.bmp,IA80_40_G95p.bmp,IA80.bmp,1,risk,,1.183415795,left,0,991.133388,18,1
109,1,20,20,IA110_55_G95p.bmp,IA110_55_G95p.bmp,IA110.bmp,1,risk,,0.802698612,left,0,1001.026115,18,1
109,2,1,21,IA50_L10.bmp,IA50_L10.bmp,IA50.bmp,0,safe,left,1.874483205,right,1,1034.514338,18,1
109,2,2,22,IA25_G5.bmp,IA25_G5.bmp,IA25.bmp,0,safe,,0.546368098,left,0,1045.426433,18,1
109,2,3,23,IA20_10_L95p.bmp,IA20_10_L95p.bmp,IA20.bmp,0,safe,,1.719268197,right,1,1056.221536,18,1
109,2,4,24,IA25_L10.bmp,IA25_L10.bmp,IA25.bmp,1,risk,,,None,NA,1068.203089,18,1
