,Choice,Choice2,Amount,AdviceVar1,GambleAdviceNum,GambleAdviceType,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,instructions.started,instructions.stopped,space.keys,space.rt,space.started,space.stopped,chooseInst.started,chooseInst.stopped,Ad1.started,Ad1.stopped,Ad2.started,Ad2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,Ad1pic.started,Ad1pic.stopped,Ad2pic.started,Ad2pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,iSi.started,iSi.stopped,receiveMoneyPicture.started,receiveMoneyPicture.stopped,ISI2.started,ISI2.stopped,ChoicePic.started,ChoicePic.stopped,response.keys,response.started,response.stopped,yesNo.started,yesNo.stopped,ask.started,ask.stopped,getAdv.started,getAdv.stopped,textForCode.started,textForCode.stopped,blank.started,blank.stopped,ChoicePic2.started,ChoicePic2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,checkL1.started,checkL1.stopped,checkR1.started,checkR1.stopped,response.rt,EndPrac.started,EndPrac.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,endText.started,endText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,age,gender,date,expName,psychopyVersion,frameRate
201,Pictures/IA100_G80.bmp,Pictures/IA100_G80.bmp,100,"Why not gamble?""""",1,risk,,,,,9,0,9,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3966.795204,None,3968.817201,3970.337878,3970.321155,None,3971.825126,None,1,3973.847112,None,3973.847112,None,3973.847112,None,3974.248166,None,3974.248166,3975.250802,3976.353716,None,3976.353716,None,1,3976.353716,None,None,None,3977.172542,3978.342296,0.316407756,0.769785231,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
202,Pictures/IA25_G5.bmp,Pictures/IA25_G5.bmp,25,"Let's stay with the certain option.""""",0,safe,,,,,9,0,9,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3978.358994,None,3980.380996,3981.901661,3981.884973,None,3983.388919,None,1,3985.410924,None,3985.410924,None,3985.410924,None,3986.229753,None,3986.229753,3987.232382,3988.335294,None,3988.335294,None,1,3988.335294,None,None,None,3989.488328,None,0.680583911,1.116205559,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
203,Pictures/IA100_L20.bmp,Pictures/IA100_L20.bmp,100,"Try to win as much money as you can, gamble!""""",1,risk,,,,,9,0,9,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.340573,None,3992.362573,3993.88324,3993.866521,None,3995.403917,None,1,3997.392478,None,3997.392478,None,3997.392478,None,3997.877106,None,3997.877106,3998.879737,3999.982648,None,3999.982648,None,1,3999.982648,None,None,None,4000.300148,4001.987914,0.323035765,0.276848048,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
204,Pictures/IA75_L45.bmp,Pictures/IA75_L45.bmp,75,"Don't gamble for this one, play it safe.""""",0,safe,,,,,9,0,9,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002.004641,None,4004.026632,4005.547304,4005.530586,None,4007.034558,None,1,4009.056544,None,4009.056544,None,4009.056544,None,4009.691562,None,4009.691562,4010.694185,4011.813808,None,4011.813808,None,0,4011.813808,None,4012.732891,4013.802377,None,None,0.498962799,0.885695753,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
205,Pictures/IA40_20_L95p.bmp,Pictures/IA40_20_L95p.bmp,40,"Trust me, gamble!""""",1,risk,,,,,9,0,9,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.819098,None,4015.841095,4017.361766,4017.345046,None,4018.88244,None,1,4020.871004,None,4020.871004,None,4020.871004,None,4021.255364,None,4021.255364,4022.257997,4023.360908,None,4023.360908,None,1,4023.360908,None,None,None,4023.611564,4025.349476,0.284513586,0.210593553,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
206,Pictures/IA25_G10.bmp,Pictures/IA25_G10.bmp,25,"What's life without a little risk?""""",1,risk,,,,,9,0,9,0,0,6,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025.366175,None,4027.388172,4028.908844,4028.892147,None,4030.3961,None,1,4032.418105,None,4032.418105,None,4032.418105,None,4033.287062,None,4033.287062,4034.289701,4035.392608,None,4035.392608,None,1,4035.392608,None,None,None,4036.027598,4037.381175,0.737412322,0.586894363,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
207,Pictures/IA80_40_L95p.bmp,Pictures/IA80_40_L95p.bmp,80,"Let's stay with the certain option.""""",0,safe,,,,,9,0,9,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4037.397874,None,4039.4199,4040.940541,4040.923849,None,4042.461218,None,1,4044.449804,None,4044.449804,None,4044.449804,None,4044.834142,None,4044.834142,4045.836774,4046.973106,None,4046.973106,None,1,4046.973106,None,None,None,4047.324026,4048.961685,0.257704092,0.310400024,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
208,Pictures/IA75_G30.bmp,Pictures/IA75_G30.bmp,75,"Be bold, gamble!""""",1,risk,,,,,9,0,9,0,0,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4048.978385,None,4051.000385,4052.521051,4052.504362,None,4054.041726,None,1,4056.030315,None,4056.030315,None,4056.030315,None,4056.565045,None,4056.565045,4057.56768,4058.670592,None,4058.670592,None,0,4058.670592,None,4060.324946,None,None,None,0.421206104,1.612909917,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
209,Pictures/IA75_L60.bmp,Pictures/IA75_L60.bmp,75,"Why not take the gamble?""""",1,risk,,,,,9,0,9,0,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4060.675883,None,4062.697879,4064.21855,4064.201831,None,4065.739229,None,1,4067.727789,None,4067.727789,None,4067.727789,None,4068.71372,None,4068.71372,4069.716354,4070.81923,None,4070.81923,None,0,4070.81923,None,4071.337297,4072.807828,None,None,0.883719698,0.480270123,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
210,Pictures/IA100_L40.bmp,Pictures/IA100_L40.bmp,100,"Think of the payoff, gamble!""""",1,risk,,,,,9,0,9,0,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.824556,None,4074.846551,4076.367225,4076.350507,None,4077.887901,None,1,4079.876462,None,4079.876462,None,4079.876462,None,4080.294241,None,4080.294241,4081.296877,4082.399788,None,4082.399788,None,1,4082.399788,None,None,None,4082.667144,4084.405054,0.295044631,0.219717372,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
211,Pictures/IA40_20_G95p.bmp,Pictures/IA40_20_G95p.bmp,40,"Hold back, stay with the safe choice.""""",0,safe,,,,,9,0,9,0,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084.421778,None,4086.443788,4087.947725,4087.931027,None,4089.485126,None,1,4091.473683,None,4091.473683,None,4091.473683,None,4091.958298,None,4091.958298,4092.960929,4094.080552,None,4094.080552,None,0,4094.080552,None,4094.949515,4096.085841,None,None,0.345819034,0.818939205,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
212,Pictures/IA25_L10.bmp,Pictures/IA25_L10.bmp,25,"Dont be afraid to take the risk!""""",1,risk,,,,,9,0,9,0,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.10254,None,4098.124534,4099.645207,4099.628513,None,4101.149178,None,1,4103.154462,None,4103.154462,None,4103.154462,None,4103.572236,None,4103.572236,4104.574873,4105.694493,None,4105.694493,None,1,4105.694493,None,None,None,4107.231863,None,0.289055697,1.493010072,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
213,Pictures/IA25_L5.bmp,Pictures/IA25_L5.bmp,25,"It would be smarter to choose the safe option.""""",0,safe,,,,,9,0,9,0,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107.716486,None,4109.738485,4111.25915,4111.242437,None,4112.763113,None,1,4114.768402,None,4114.768402,None,4114.768402,None,4115.236294,None,4115.236294,4116.238925,4117.341837,None,4117.341837,None,1,4117.341837,None,None,None,4117.993547,4119.330403,0.331105668,0.613664569,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
214,Pictures/IA110_55_G95p.bmp,Pictures/IA110_55_G95p.bmp,110,"Take a chance!""""",1,risk,,,,,9,0,9,0,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119.34713,None,4121.369122,4122.889797,4122.873075,None,4124.393761,None,1,4126.399053,None,4126.399053,None,4126.399053,None,4126.833531,None,4126.833531,4127.836163,4128.93907,None,4128.93907,None,0,4128.93907,None,4129.657625,4130.927625,None,None,0.348454021,0.680418374,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
215,Pictures/IA50_G40.bmp,Pictures/IA50_G40.bmp,50,"It would probably be best to play it safe.""""",0,safe,,,,,9,0,9,0,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130.944348,None,4132.966343,4134.487014,4134.470296,None,4135.990981,None,1,4137.996265,None,4137.996265,None,4137.996265,None,4138.597837,None,4138.597837,4139.600473,4140.703385,None,4140.703385,None,1,4140.703385,None,None,None,4142.391162,None,0.463243559,1.64412753,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
216,Pictures/IA50_G20.bmp,Pictures/IA50_G20.bmp,50,"Let's venture and take a risk!""""",1,risk,,,,,9,0,9,0,0,16,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142.708664,None,4144.730658,4146.251331,4146.234637,None,4147.772005,None,1,4149.760597,None,4149.760597,None,4149.760597,None,4150.345451,None,4150.345451,4151.348091,4152.451002,None,4152.451002,None,1,4152.451002,None,None,None,4153.570636,None,0.458928779,1.072496907,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
217,Pictures/IA20_10_G95p.bmp,Pictures/IA20_10_G95p.bmp,20,"Take a leap, I think you should gamble.""""",1,risk,,,,,9,0,9,0,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4154.456282,None,4156.478277,4157.982248,4157.965531,None,4159.519625,None,1,4161.508211,None,4161.508211,None,4161.508211,None,4161.92598,None,4161.92598,4162.928618,4164.031532,None,4164.031532,None,0,4164.031532,None,4165.167836,None,None,None,0.271315932,1.091968844,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
218,Pictures/IA75_G15.bmp,Pictures/IA75_G15.bmp,75,"Take a chance!""""",1,risk,,,,,9,0,9,0,0,18,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166.053515,None,4168.07551,4169.596185,4169.579479,None,4171.100147,None,1,4173.105436,None,4173.105436,None,4173.105436,None,4173.82398,None,4173.82398,4174.826615,4175.929525,None,4175.929525,None,1,4175.929525,None,None,None,4177.099283,None,0.634066241,1.129976596,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
219,Pictures/IA100_G60.bmp,Pictures/IA100_G60.bmp,100,"Be cautious, don't gamble for this one.""""",0,safe,,,,,9,0,9,0,0,19,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177.951528,None,4179.973525,4181.477488,4181.460778,None,4182.981455,None,1,4185.00346,None,4185.00346,None,4185.00346,None,4185.421199,None,4185.421199,4186.423835,4187.543459,None,4187.543459,None,0,4187.543459,None,4188.529385,None,None,None,0.280036562,0.948040615,,,,,,,,,,,,,103,1,18,1,2019_Dec_05_0924,Test,3.2.4,59.83964746
11,Pictures/IA100_L20.bmp,Pictures/IA100_L20.bmp,100,"Try to win as much money as you can, gamble!""""",1,risk,,,,,0,0,0,0,0,0,0,19,,,,,,,,,,,,,473.1746773,None,473.1746773,None,473.1746773,None,0,1.794381156,473.1746773,None,473.1746773,None,473.1746773,None,return,5.938176613,473.1746773,None,479.1738254,None,481.1790975,482.6997661,482.6830723,None,484.2204546,None,0,486.1923209,None,486.1923209,None,486.1923209,None,None,None,None,None,487.5625947,None,487.5625947,None,1,487.5625947,None,None,None,488.3646923,489.5678593,1.176764853,0.758472893,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
12,Pictures/IA50_G20.bmp,Pictures/IA50_G20.bmp,50,"Let's venture and take a risk!""""",1,risk,,,,,0,0,0,0,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5845871,None,491.606578,493.1272483,493.1105338,None,494.6145022,None,0,496.6364851,None,496.6364851,None,496.6364851,None,None,None,None,None,497.555586,None,497.555586,None,0,497.555586,None,498.4078265,499.5441527,None,None,0.756590604,0.813480409,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
13,Pictures/IA110_55_G95p.bmp,Pictures/IA110_55_G95p.bmp,110,"Take a chance!""""",1,risk,,,,,0,0,0,0,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.5608538,None,501.5995589,503.1202294,503.1035338,None,504.640916,None,0,506.6127786,None,506.6127786,None,506.6127786,None,None,None,None,None,508.0665973,None,508.0665973,None,0,508.0665973,None,509.0859461,None,None,None,1.292296082,0.982467961,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
14,Pictures/IA50_L20.bmp,Pictures/IA50_L20.bmp,50,"Certainty is boring, take a risk!""""",1,risk,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0718773,None,512.0938726,513.6145447,513.597847,None,515.1519269,None,0,517.1237924,None,517.1237924,None,517.1237924,None,None,None,None,None,518.4940783,None,518.4940783,None,1,518.4940783,None,None,None,519.5969704,None,1.197275484,1.058987656,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
15,Pictures/IA50_L10.bmp,Pictures/IA50_L10.bmp,50,"Play it safe, don‰Ûªt gamble!""""",0,safe,,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5160626,None,522.5380591,524.0420252,524.0253144,None,525.5961135,None,0,527.5679767,None,527.5679767,None,527.5679767,None,None,None,None,None,528.8881175,None,528.8881175,None,0,528.8881175,None,529.7905028,530.8933938,None,None,1.153095337,0.864947873,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
16,Pictures/IA50_L40.bmp,Pictures/IA50_L40.bmp,50,"That gamble doesn't sound too good, play it safe.""""",0,safe,,,,,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.9101165,None,532.932116,534.4528086,534.4360831,None,536.0068778,None,1,537.9620215,None,537.9620215,None,537.9620215,None,539.6163911,None,539.6163911,540.619028,541.7386597,None,541.7386597,None,0,541.7386597,None,543.2593177,None,None,None,1.49506073,1.478402554,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
17,Pictures/IA25_L15.bmp,Pictures/IA25_L15.bmp,25,"There's not much on the line here, gamble!""""",1,risk,,,,,0,0,0,0,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.743926,None,545.7826216,547.3032914,547.2865994,None,548.8239788,None,0,550.795846,None,550.795846,None,550.795846,None,None,None,None,None,552.115988,None,552.115988,None,0,552.115988,None,552.8679627,554.1045445,None,None,1.149226727,0.717079399,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
18,Pictures/IA75_L30.bmp,Pictures/IA75_L30.bmp,75,"Hold back, stay with the safe choice.""""",0,safe,,,,,0,0,0,0,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.1212661,None,556.159972,557.6806408,557.6639223,None,559.2013053,None,0,561.1731673,None,561.1731673,None,561.1731673,None,None,None,None,None,562.0922675,None,562.0922675,None,0,562.0922675,None,562.9445091,564.080833,None,None,0.723908639,0.812811226,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
19,Pictures/IA100_L40.bmp,Pictures/IA100_L40.bmp,100,"Think of the payoff, gamble!""""",1,risk,,,,,0,0,0,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0975341,None,566.1195301,567.6402029,567.6235057,None,569.1775853,None,0,571.1494507,None,571.1494507,None,571.1494507,None,None,None,None,None,572.0685365,None,572.0685365,None,0,572.0685365,None,572.6199875,574.0571178,None,None,0.747632971,0.508532155,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
20,Pictures/IA20_10_G95p.bmp,Pictures/IA20_10_G95p.bmp,20,"Take a leap, I think you should gamble.""""",1,risk,,,,,0,0,0,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.073817,None,576.1125332,577.6331931,577.6164981,None,579.1705921,None,0,581.1257338,None,581.1257338,None,581.1257338,None,None,None,None,None,582.2453476,None,582.2453476,None,0,582.2453476,None,582.7466889,584.2506262,None,None,0.939350704,0.451722026,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
21,Pictures/IA75_G60.bmp,Pictures/IA75_G60.bmp,75,"Make it exciting, take a chance!""""",1,risk,,,,,0,0,0,0,0,10,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.2673514,None,586.289343,587.8100149,587.7932977,None,589.3474002,None,0,591.3192634,None,591.3192634,None,591.3192634,None,None,None,None,None,592.4723004,None,592.4723004,None,0,592.4723004,None,592.8733443,594.4775706,None,None,0.985806568,0.352768391,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
22,Pictures/IA100_L60.bmp,Pictures/IA100_L60.bmp,100,"You'd have a lot to lose, don't gamble.""""",0,safe,,,,,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.4942923,None,596.5162851,598.0369585,598.0202383,None,599.5743431,None,0,601.5462046,None,601.5462046,None,601.5462046,None,None,None,None,None,603.3843679,None,603.3843679,None,0,603.3843679,None,604.2031923,605.3729504,None,None,1.630879903,0.784700543,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
23,Pictures/IA25_L20.bmp,Pictures/IA25_L20.bmp,25,"Don't be tempted to gamble.""""",0,safe,,,,,0,0,0,0,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.3896508,None,607.4116464,608.9323155,608.9156258,None,610.4697015,None,1,612.4415648,None,612.4415648,None,612.4415648,None,612.5752495,None,612.5752495,613.5778866,614.697509,None,614.697509,None,0,614.697509,None,615.9508419,None,None,None,0.015509865,1.207591642,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
24,Pictures/IA75_G45.bmp,Pictures/IA75_G45.bmp,75,"Don't gamble for this one.""""",0,safe,,,,,0,0,0,0,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.7028025,None,618.7247931,620.2454522,620.2287601,None,621.7828423,None,0,623.7546974,None,623.7546974,None,623.7546974,None,None,None,None,None,624.6403798,None,624.6403798,None,0,624.6403798,None,625.1416852,626.6456612,None,None,0.73437675,0.456690782,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
25,Pictures/IA50_G40.bmp,Pictures/IA50_G40.bmp,50,"It would probably be best to play it safe.""""",0,safe,,,,,0,0,0,0,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.6623577,None,628.6843532,630.2050236,630.1883275,None,631.6922813,None,0,633.714286,None,633.714286,None,633.714286,None,None,None,None,None,634.783759,None,634.783759,None,1,634.783759,None,None,None,635.0678398,636.7723366,0.886792273,0.241310113,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
26,Pictures/IA75_L60.bmp,Pictures/IA75_L60.bmp,75,"Why not take the gamble?""""",1,risk,,,,,0,0,0,0,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.7890357,None,638.8110295,640.3317072,640.315008,None,641.8690872,None,1,643.840955,None,643.840955,None,643.840955,None,645.1945208,None,645.1945208,646.1971527,647.3000648,None,647.3000648,None,0,647.3000648,None,648.8040373,None,None,None,1.240120935,1.46899839,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
27,Pictures/IA75_G15.bmp,Pictures/IA75_G15.bmp,75,"Take a chance!""""",1,risk,,,,,0,0,0,0,0,16,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.3220671,None,651.3440637,652.8647348,652.8480126,None,654.4021172,None,0,656.3739842,None,656.3739842,None,656.3739842,None,None,None,None,None,657.1593709,None,657.1593709,None,0,657.1593709,None,657.5604361,659.1646605,None,None,0.635095726,0.361690436,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
28,Pictures/IA25_L10.bmp,Pictures/IA25_L10.bmp,25,"Dont be afraid to take the risk!""""",1,risk,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.1813606,None,661.2033553,662.7240258,662.7073359,None,664.2948346,None,0,666.2332763,None,666.2332763,None,666.2332763,None,None,None,None,None,667.3027594,None,667.3027594,None,0,667.3027594,None,667.6202635,669.2913294,None,None,0.8718034,0.274312707,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
29,Pictures/IA80_40_G95p.bmp,Pictures/IA80_40_G95p.bmp,80,"Think of the payoff, gamble!""""",1,risk,,,,,0,0,0,0,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.3080506,None,671.3467569,672.8674271,672.8507081,None,674.3880942,None,0,676.3599543,None,676.3599543,None,676.3599543,None,None,None,None,None,677.8973513,None,677.8973513,None,0,677.8973513,None,678.4655347,679.9026194,None,None,1.385117565,0.519711562,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
30,Pictures/IA40_20_L95p.bmp,Pictures/IA40_20_L95p.bmp,40,"Trust me, gamble!""""",1,risk,,,,,0,0,0,0,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.9193377,None,681.9580444,683.4619943,683.4452954,None,684.9993807,None,0,686.9712431,None,686.9712431,None,686.9712431,None,None,None,None,None,687.7399519,None,687.7399519,None,1,687.7399519,None,None,None,688.0240247,689.7285007,0.589830917,0.237110733,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
32,Pictures/IA100_L80.bmp,Pictures/IA100_L80.bmp,100,"Go all in!""""",1,risk,,,,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,697.2817472,None,697.2817472,None,697.2817472,None,0,5.35932006,697.2817472,None,697.2817472,None,697.2817472,None,return,5.743118557,697.2817472,None,703.0803452,None,705.0856389,706.6063092,706.5895913,None,708.1269781,None,1,710.0988381,None,710.0988381,None,710.0988381,None,712.1709741,None,712.1709741,713.1736148,714.2765217,None,714.2765217,None,0,714.2765217,None,716.0812611,None,None,None,1.990238869,1.764548912,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
33,Pictures/IA50_G20.bmp,Pictures/IA50_G20.bmp,50,"Let's venture and take a risk!""""",1,risk,,,,,1,0,1,0,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.2985215,None,718.320506,719.8411765,719.8244587,None,721.3451051,None,0,723.3504307,None,723.3504307,None,723.3504307,None,None,None,None,None,724.2193872,None,724.2193872,None,0,724.2193872,None,724.553586,726.2246494,None,None,0.706644676,0.293689327,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
34,Pictures/IA75_L45.bmp,Pictures/IA75_L45.bmp,75,"Don't gamble for this one, play it safe.""""",0,safe,,,,,1,0,1,0,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.2413792,None,728.2633674,729.7840416,729.7673214,None,731.3214475,None,0,733.2932869,None,733.2932869,None,733.2932869,None,None,None,None,None,734.061968,None,734.061968,None,0,734.061968,None,734.362764,736.0505352,None,None,0.59579315,0.251104556,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
35,Pictures/IA75_G60.bmp,Pictures/IA75_G60.bmp,75,"Make it exciting, take a chance!""""",1,risk,,,,,1,0,1,0,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0672585,None,738.0892587,739.6099239,739.5932111,None,741.0971949,None,0,743.1191617,None,743.1191617,None,743.1191617,None,None,None,None,None,744.1719349,None,744.1719349,None,0,744.1719349,None,744.4058918,746.1772169,None,None,0.87391305,0.189135554,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
36,Pictures/IA50_L40.bmp,Pictures/IA50_L40.bmp,50,"That gamble doesn't sound too good, play it safe.""""",0,safe,,,,,1,0,1,0,0,4,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.1939369,None,748.2159323,749.7366239,749.7198832,None,751.2572762,None,0,753.2458402,None,753.2458402,None,753.2458402,None,None,None,None,None,754.8166468,None,754.8166468,None,0,754.8166468,None,755.2678287,756.8052124,None,None,1.37123967,0.408421999,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
37,Pictures/IA25_L5.bmp,Pictures/IA25_L5.bmp,25,"It would be smarter to choose the safe option.""""",0,safe,,,,,1,0,1,0,0,5,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.8219336,None,758.8439283,760.3646001,760.3478815,None,761.8852761,None,0,763.8738377,None,763.8738377,None,763.8738377,None,None,None,None,None,764.9433387,None,764.9433387,None,0,764.9433387,None,765.3109552,766.9486191,None,None,0.895247346,0.329727388,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
38,Pictures/IA50_G10.bmp,Pictures/IA50_G10.bmp,50,"Go with the safe option here!""""",0,safe,,,,,1,0,1,0,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.9653148,None,768.9873067,770.5079807,770.4912844,None,772.0286538,None,0,774.0172359,None,774.0172359,None,774.0172359,None,None,None,None,None,775.0365797,None,775.0365797,None,0,775.0365797,None,775.303959,777.0418702,None,None,0.863835744,0.220495598,,,,,,,,,,,,,104,1,18,1,2019_Dec_05_1037,Test,3.2.4,59.85106302
